sid,Urbanicity_City: Large,Urbanicity_City: Small,Urbanicity_Rural: Distant,Urbanicity_Rural: Fringe,Urbanicity_Rural: Remote,Urbanicity_Suburb: Large,Urbanicity_Suburb: Mid-size,Urbanicity_Suburb: Small,Urbanicity_Town: Distant,Urbanicity_Town: Fringe,Urbanicity_Town: Remote,dropout,urbanicity
90268,0,0,0,0,0,0,0,0,0,0,0,,
90269,0,0,0,0,0,0,0,0,0,0,0,,
90271,0,0,0,0,0,0,0,0,0,0,0,,
90275,0,0,0,0,0,0,0,0,0,0,0,,
90278,0,0,0,0,0,0,0,0,0,0,0,,
90284,0,0,0,0,0,0,0,0,0,0,0,,
90286,0,0,0,0,0,0,0,0,0,0,0,,
90288,0,0,0,0,0,0,0,0,0,0,0,,
90293,0,0,0,0,0,0,0,0,0,0,0,,
90295,0,0,0,0,0,0,0,0,0,0,0,,
90297,0,0,0,0,0,0,0,0,0,0,0,,
90298,0,0,0,0,0,0,0,0,0,0,0,,
90300,0,0,0,0,0,0,0,0,0,0,0,,
90302,0,0,0,0,0,0,0,0,0,0,0,,
90303,0,0,0,0,0,0,0,0,0,0,0,,
90304,0,0,0,0,0,0,0,0,0,0,0,,
90305,0,0,0,0,0,0,0,0,0,0,0,,
90307,0,0,0,0,0,0,0,0,0,0,0,,
90315,0,0,0,0,0,0,0,0,0,0,0,,
90316,0,0,0,0,0,0,0,0,0,0,0,,
90317,0,0,0,0,0,0,0,0,0,0,0,,
90321,0,0,0,0,0,0,0,0,0,0,0,,
90322,0,0,0,0,0,0,0,0,0,0,0,,
90323,0,0,0,0,0,0,0,0,0,0,0,,
90324,0,0,0,0,0,0,0,0,0,0,0,,
90325,0,0,0,0,0,0,0,0,0,0,0,,
90326,0,0,0,0,0,0,0,0,0,0,0,,
90337,0,0,0,0,0,0,0,0,0,0,0,,
90338,0,0,0,0,0,0,0,0,0,0,0,,
90339,0,0,0,0,0,0,0,0,0,0,0,,
90344,0,0,0,0,0,0,0,0,0,0,0,,
90345,0,0,0,0,0,0,0,0,0,0,0,,
90348,0,0,0,0,0,0,0,0,0,0,0,,
90352,0,0,0,0,0,0,0,0,0,0,0,,
90355,0,0,0,0,0,0,0,0,0,0,0,,
90356,0,0,0,0,0,0,0,0,0,0,0,,
90358,0,0,0,0,0,0,0,0,0,0,0,,
90360,0,0,0,0,0,0,0,0,0,0,0,,
90366,0,0,0,0,0,0,0,0,0,0,0,,
90368,0,0,0,0,0,0,0,0,0,0,0,,
90369,0,0,0,0,0,0,0,0,0,0,0,,
90374,0,0,0,0,0,0,0,0,0,0,0,,
90379,0,0,0,0,0,0,0,0,0,0,0,,
90385,0,0,0,0,0,0,0,0,0,0,0,,
90391,0,0,0,0,0,0,0,0,0,0,0,,
90393,0,0,0,0,0,0,0,0,0,0,0,,
90395,0,0,0,0,0,0,0,0,0,0,0,,
90396,0,0,0,0,0,0,0,0,0,0,0,,
90399,0,0,0,0,0,0,0,0,0,0,0,,
90400,0,0,0,0,0,0,0,0,0,0,0,,
90402,0,0,0,0,0,0,0,0,0,0,0,,
90403,0,0,0,0,0,0,0,0,0,0,0,,
90406,0,0,0,0,0,0,0,0,0,0,0,,
90407,0,0,0,0,0,0,0,0,0,0,0,,
90409,0,0,0,0,0,0,0,0,0,0,0,,
90410,0,0,0,0,0,0,0,0,0,0,0,,
90412,0,0,0,0,0,0,0,0,0,0,0,,
90416,0,0,0,0,0,0,0,0,0,0,0,,
90418,0,0,0,0,0,0,0,0,0,0,0,,
90419,0,0,0,0,0,0,0,0,0,0,0,,
90422,0,0,0,0,0,0,0,0,0,0,0,,
90423,0,0,0,0,0,0,0,0,0,0,0,,
90427,0,0,0,0,0,0,0,0,0,0,0,,
90429,0,0,0,0,0,0,0,0,0,0,0,,
90430,0,0,0,0,0,0,0,0,0,0,0,,
90433,0,0,0,0,0,0,0,0,0,0,0,,
90434,0,0,0,0,0,0,0,0,0,0,0,,
90436,0,0,0,0,0,0,0,0,0,0,0,,
90439,0,0,0,0,0,0,0,0,0,0,0,,
90441,0,0,0,0,0,0,0,0,0,0,0,,
90442,0,0,0,0,0,0,0,0,0,0,0,,
90443,0,0,0,0,0,0,0,0,0,0,0,,
90444,0,0,0,0,0,0,0,0,0,0,0,,
90445,0,0,0,0,0,0,0,0,0,0,0,,
90446,0,0,0,0,0,0,0,0,0,0,0,,
90447,0,0,0,0,0,0,0,0,0,0,0,,
90448,0,0,0,0,0,0,0,0,0,0,0,,
90450,0,0,0,0,0,0,0,0,0,0,0,,
90451,0,0,0,0,0,0,0,0,0,0,0,,
90453,0,0,0,0,0,0,0,0,0,0,0,,
90454,0,0,0,0,0,0,0,0,0,0,0,,
90456,0,0,0,0,0,0,0,0,0,0,0,,
90460,0,0,0,0,0,0,0,0,0,0,0,,
90464,0,0,0,0,0,0,0,0,0,0,0,,
90466,0,0,0,0,0,0,0,0,0,0,0,,
90467,0,0,0,0,0,0,0,0,0,0,0,,
90469,0,0,0,0,0,0,0,0,0,0,0,,
90472,0,0,0,0,0,0,0,0,0,0,0,,
90474,0,0,0,0,0,0,0,0,0,0,0,,
90480,0,0,0,0,0,0,0,0,0,0,0,,
90481,0,0,0,0,0,0,0,0,0,0,0,,
90483,0,0,0,0,0,0,0,0,0,0,0,,
90484,0,0,0,0,0,0,0,0,0,0,0,,
90485,0,0,0,0,0,0,0,0,0,0,0,,
90486,0,0,0,0,0,0,0,0,0,0,0,,
90491,0,0,0,0,0,0,0,0,0,0,0,,
90492,0,0,0,0,0,0,0,0,0,0,0,,
90493,0,0,0,0,0,0,0,0,0,0,0,,
90496,0,0,0,0,0,0,0,0,0,0,0,,
90501,0,0,0,0,0,0,0,0,0,0,0,,
90502,0,0,0,0,0,0,0,0,0,0,0,,
90503,0,0,0,0,0,0,0,0,0,0,0,,
90505,0,0,0,0,0,0,0,0,0,0,0,,
90507,0,0,0,0,0,0,0,0,0,0,0,,
90508,0,0,0,0,0,0,0,0,0,0,0,,
90510,0,0,0,0,0,0,0,0,0,0,0,,
90513,0,0,0,0,0,0,0,0,0,0,0,,
90514,0,0,0,0,0,0,0,0,0,0,0,,
90519,0,0,0,0,0,0,0,0,0,0,0,,
90522,0,0,0,0,0,0,0,0,0,0,0,,
90523,0,0,0,0,0,0,0,0,0,0,0,,
90526,0,0,0,0,0,0,0,0,0,0,0,,
90528,0,0,0,0,0,0,0,0,0,0,0,,
90529,0,0,0,0,0,0,0,0,0,0,0,,
90530,0,0,0,0,0,0,0,0,0,0,0,,
90533,0,0,0,0,0,0,0,0,0,0,0,,
90535,0,0,0,0,0,0,0,0,0,0,0,,
90536,0,0,0,0,0,0,0,0,0,0,0,,
90537,0,0,0,0,0,0,0,0,0,0,0,,
90538,0,0,0,0,0,0,0,0,0,0,0,,
90539,0,0,0,0,0,0,0,0,0,0,0,,
90543,0,0,0,0,0,0,0,0,0,0,0,,
90545,0,0,0,0,0,0,0,0,0,0,0,,
90547,0,0,0,0,0,0,0,0,0,0,0,,
90548,0,0,0,0,0,0,0,0,0,0,0,,
90550,0,0,0,0,0,0,0,0,0,0,0,,
90553,0,0,0,0,0,0,0,0,0,0,0,,
90556,0,0,0,0,0,0,0,0,0,0,0,,
90559,0,0,0,0,0,0,0,0,0,0,0,,
90561,0,0,0,0,0,0,0,0,0,0,0,,
90562,0,0,0,0,0,0,0,0,0,0,0,,
90565,0,0,0,0,0,0,0,0,0,0,0,,
90568,0,0,0,0,0,0,0,0,0,0,0,,
90570,0,0,0,0,0,0,0,0,0,0,0,,
90571,0,0,0,0,0,0,0,0,0,0,0,,
90572,0,0,0,0,0,0,0,0,0,0,0,,
90575,0,0,0,0,0,0,0,0,0,0,0,,
90578,0,0,0,0,0,0,0,0,0,0,0,,
90579,0,0,0,0,0,0,0,0,0,0,0,,
90582,0,0,0,0,0,0,0,0,0,0,0,,
90583,0,0,0,0,0,0,0,0,0,0,0,,
90584,0,0,0,0,0,0,0,0,0,0,0,,
90587,0,0,0,0,0,0,0,0,0,0,0,,
90590,0,0,0,0,0,0,0,0,0,0,0,,
90592,0,0,0,0,0,0,0,0,0,0,0,,
90593,0,0,0,0,0,0,0,0,0,0,0,,
90594,0,0,0,0,0,0,0,0,0,0,0,,
90595,0,0,0,0,0,0,0,0,0,0,0,,
90597,0,0,0,0,0,0,0,0,0,0,0,,
90602,0,0,0,0,0,0,0,0,0,0,0,,
90603,0,0,0,0,0,0,0,0,0,0,0,,
90604,0,0,0,0,0,0,0,0,0,0,0,,
90605,0,0,0,0,0,0,0,0,0,0,0,,
90606,0,0,0,0,0,0,0,0,0,0,0,,
90607,0,0,0,0,0,0,0,0,0,0,0,,
90610,0,0,0,0,0,0,0,0,0,0,0,,
90611,0,0,0,0,0,0,0,0,0,0,0,,
90612,0,0,0,0,0,0,0,0,0,0,0,,
90613,0,0,0,0,0,0,0,0,0,0,0,,
90614,0,0,0,0,0,0,0,0,0,0,0,,
90615,0,0,0,0,0,0,0,0,0,0,0,,
90616,0,0,0,0,0,0,0,0,0,0,0,,
90617,0,0,0,0,0,0,0,0,0,0,0,,
90618,0,0,0,0,0,0,0,0,0,0,0,,
90620,0,0,0,0,0,0,0,0,0,0,0,,
90623,0,0,0,0,0,0,0,0,0,0,0,,
90627,0,0,0,0,0,0,0,0,0,0,0,,
90628,0,0,0,0,0,0,0,0,0,0,0,,
90629,0,0,0,0,0,0,0,0,0,0,0,,
90633,0,0,0,0,0,0,0,0,0,0,0,,
90634,0,0,0,0,0,0,0,0,0,0,0,,
90637,0,0,0,0,0,0,0,0,0,0,0,,
90641,0,0,0,0,0,0,0,0,0,0,0,,
90644,0,0,0,0,0,0,0,0,0,0,0,,
90645,0,0,0,0,0,0,0,0,0,0,0,,
90646,0,0,0,0,0,0,0,0,0,0,0,,
90650,0,0,0,0,0,0,0,0,0,0,0,,
90651,0,0,0,0,0,0,0,0,0,0,0,,
90652,0,0,0,0,0,0,0,0,0,0,0,,
90657,0,0,0,0,0,0,0,0,0,0,0,,
90658,0,0,0,0,0,0,0,0,0,0,0,,
90659,0,0,0,0,0,0,0,0,0,0,0,,
90660,0,0,0,0,0,0,0,0,0,0,0,,
90661,0,0,0,0,0,0,0,0,0,0,0,,
90662,0,0,0,0,0,0,0,0,0,0,0,,
90663,0,0,0,0,0,0,0,0,0,0,0,,
90665,0,0,0,0,0,0,0,0,0,0,0,,
90668,0,0,0,0,0,0,0,0,0,0,0,,
90671,0,0,0,0,0,0,0,0,0,0,0,,
90672,0,0,0,0,0,0,0,0,0,0,0,,
90675,0,0,0,0,0,0,0,0,0,0,0,,
90677,0,0,0,0,0,0,0,0,0,0,0,,
90678,0,0,0,0,0,0,0,0,0,0,0,,
90679,0,0,0,0,0,0,0,0,0,0,0,,
90681,0,0,0,0,0,0,0,0,0,0,0,,
90682,0,0,0,0,0,0,0,0,0,0,0,,
90683,0,0,0,0,0,0,0,0,0,0,0,,
90686,0,0,0,0,0,0,0,0,0,0,0,,
90687,0,0,0,0,0,0,0,0,0,0,0,,
90690,0,0,0,0,0,0,0,0,0,0,0,,
90692,0,0,0,0,0,0,0,0,0,0,0,,
90694,0,0,0,0,0,0,0,0,0,0,0,,
90695,0,0,0,0,0,0,0,0,0,0,0,,
90696,0,0,0,0,0,0,0,0,0,0,0,,
90697,0,0,0,0,0,0,0,0,0,0,0,,
90699,0,0,0,0,0,0,0,0,0,0,0,,
90701,0,0,0,0,0,0,0,0,0,0,0,,
90702,0,0,0,0,0,0,0,0,0,0,0,,
90705,0,0,0,0,0,0,0,0,0,0,0,,
90709,0,0,0,0,0,0,0,0,0,0,0,,
90712,0,0,0,0,0,0,0,0,0,0,0,,
90716,0,0,0,0,0,0,0,0,0,0,0,,
90717,0,0,0,0,0,0,0,0,0,0,0,,
90719,0,0,0,0,0,0,0,0,0,0,0,,
90721,0,0,0,0,0,0,0,0,0,0,0,,
90723,0,0,0,0,0,0,0,0,0,0,0,,
90724,0,0,0,0,0,0,0,0,0,0,0,,
90726,0,0,0,0,0,0,0,0,0,0,0,,
90727,0,0,0,0,0,0,0,0,0,0,0,,
90728,0,0,0,0,0,0,0,0,0,0,0,,
90729,0,0,0,0,0,0,0,0,0,0,0,,
90730,0,0,0,0,0,0,0,0,0,0,0,,
90733,0,0,0,0,0,0,0,0,0,0,0,,
90737,0,0,0,0,0,0,0,0,0,0,0,,
90739,0,0,0,0,0,0,0,0,0,0,0,,
90742,0,0,0,0,0,0,0,0,0,0,0,,
90743,0,0,0,0,0,0,0,0,0,0,0,,
90746,0,0,0,0,0,0,0,0,0,0,0,,
90750,0,0,0,0,0,0,0,0,0,0,0,,
90751,0,0,0,0,0,0,0,0,0,0,0,,
90757,0,0,0,0,0,0,0,0,0,0,0,,
90763,0,0,0,0,0,0,0,0,0,0,0,,
90767,0,0,0,0,0,0,0,0,0,0,0,,
90770,0,0,0,0,0,0,0,0,0,0,0,,
90772,0,0,0,0,0,0,0,0,0,0,0,,
90773,0,0,0,0,0,0,0,0,0,0,0,,
90776,0,0,0,0,0,0,0,0,0,0,0,,
90777,0,0,0,0,0,0,0,0,0,0,0,,
90780,0,0,0,0,0,0,0,0,0,0,0,,
90781,0,0,0,0,0,0,0,0,0,0,0,,
90785,0,0,0,0,0,0,0,0,0,0,0,,
90786,0,0,0,0,0,0,0,0,0,0,0,,
90787,0,0,0,0,0,0,0,0,0,0,0,,
90788,0,0,0,0,0,0,0,0,0,0,0,,
90792,0,0,0,0,0,0,0,0,0,0,0,,
90795,0,0,0,0,0,0,0,0,0,0,0,,
90797,0,0,0,0,0,0,0,0,0,0,0,,
90799,0,0,0,0,0,0,0,0,0,0,0,,
90800,0,0,0,0,0,0,0,0,0,0,0,,
90801,0,0,0,0,0,0,0,0,0,0,0,,
90802,0,0,0,0,0,0,0,0,0,0,0,,
90817,0,0,0,0,0,0,0,0,0,0,0,,
90818,0,0,0,0,0,0,0,0,0,0,0,,
90820,0,0,0,0,0,0,0,0,0,0,0,,
90821,0,0,0,0,0,0,0,0,0,0,0,,
90823,0,0,0,0,0,0,0,0,0,0,0,,
90829,0,0,0,0,0,0,0,0,0,0,0,,
90832,0,0,0,0,0,0,0,0,0,0,0,,
90835,0,0,0,0,0,0,0,0,0,0,0,,
90836,0,0,0,0,0,0,0,0,0,0,0,,
90837,0,0,0,0,0,0,0,0,0,0,0,,
90838,0,0,0,0,0,0,0,0,0,0,0,,
90840,0,0,0,0,0,0,0,0,0,0,0,,
90845,0,0,0,0,0,0,0,0,0,0,0,,
90846,0,0,0,0,0,0,0,0,0,0,0,,
90849,0,0,0,0,0,0,0,0,0,0,0,,
90851,0,0,0,0,0,0,0,0,0,0,0,,
90852,0,0,0,0,0,0,0,0,0,0,0,,
90855,0,0,0,0,0,0,0,0,0,0,0,,
90857,0,0,0,0,0,0,0,0,0,0,0,,
90859,0,0,0,0,0,0,0,0,0,0,0,,
90861,0,0,0,0,0,0,0,0,0,0,0,,
90866,0,0,0,0,0,0,0,0,0,0,0,,
90867,0,0,0,0,0,0,0,0,0,0,0,,
90868,0,0,0,0,0,0,0,0,0,0,0,,
90870,0,0,0,0,0,0,0,0,0,0,0,,
90871,0,0,0,0,0,0,0,0,0,0,0,,
90873,0,0,0,0,0,0,0,0,0,0,0,,
90879,0,0,0,0,0,0,0,0,0,0,0,,
90882,0,0,0,0,0,0,0,0,0,0,0,,
90886,0,0,0,0,0,0,0,0,0,0,0,,
90887,0,0,0,0,0,0,0,0,0,0,0,,
90893,0,0,0,0,0,0,0,0,0,0,0,,
90894,0,0,0,0,0,0,0,0,0,0,0,,
90896,0,0,0,0,0,0,0,0,0,0,0,,
90897,0,0,0,0,0,0,0,0,0,0,0,,
90898,0,0,0,0,0,0,0,0,0,0,0,,
90901,0,0,0,0,0,0,0,0,0,0,0,,
90902,0,0,0,0,0,0,0,0,0,0,0,,
90903,0,0,0,0,0,0,0,0,0,0,0,,
90905,0,0,0,0,0,0,0,0,0,0,0,,
90907,0,0,0,0,0,0,0,0,0,0,0,,
90908,0,0,0,0,0,0,0,0,0,0,0,,
90911,0,0,0,0,0,0,0,0,0,0,0,,
90912,0,0,0,0,0,0,0,0,0,0,0,,
90916,0,0,0,0,0,0,0,0,0,0,0,,
90918,0,0,0,0,0,0,0,0,0,0,0,,
90923,0,0,0,0,0,0,0,0,0,0,0,,
90926,0,0,0,0,0,0,0,0,0,0,0,,
90927,0,0,0,0,0,0,0,0,0,0,0,,
90934,0,0,0,0,0,0,0,0,0,0,0,,
90936,0,0,0,0,0,0,0,0,0,0,0,,
90937,0,0,0,0,0,0,0,0,0,0,0,,
90939,0,0,0,0,0,0,0,0,0,0,0,,
90941,0,0,0,0,0,0,0,0,0,0,0,,
90943,0,0,0,0,0,0,0,0,0,0,0,,
90944,0,0,0,0,0,0,0,0,0,0,0,,
90945,0,0,0,0,0,0,0,0,0,0,0,,
90956,0,0,0,0,0,0,0,0,0,0,0,,
90958,0,0,0,0,0,0,0,0,0,0,0,,
90961,0,0,0,0,0,0,0,0,0,0,0,,
90964,0,0,0,0,0,0,0,0,0,0,0,,
90969,0,0,0,0,0,0,0,0,0,0,0,,
90979,0,0,0,0,0,0,0,0,0,0,0,,
90982,0,0,0,0,0,0,0,0,0,0,0,,
90984,0,0,0,0,0,0,0,0,0,0,0,,
90985,0,0,0,0,0,0,0,0,0,0,0,,
90986,0,0,0,0,0,0,0,0,0,0,0,,
90987,0,0,0,0,0,0,0,0,0,0,0,,
90989,0,0,0,0,0,0,0,0,0,0,0,,
90990,0,0,0,0,0,0,0,0,0,0,0,,
90994,0,0,0,0,0,0,0,0,0,0,0,,
90995,0,0,0,0,0,0,0,0,0,0,0,,
90996,0,0,0,0,0,0,0,0,0,0,0,,
90998,0,0,0,0,0,0,0,0,0,0,0,,
91003,0,0,0,0,0,0,0,0,0,0,0,,
91004,0,0,0,0,0,0,0,0,0,0,0,,
91005,0,0,0,0,0,0,0,0,0,0,0,,
91006,0,0,0,0,0,0,0,0,0,0,0,,
91007,0,0,0,0,0,0,0,0,0,0,0,,
91009,0,0,0,0,0,0,0,0,0,0,0,,
91010,0,0,0,0,0,0,0,0,0,0,0,,
91012,0,0,0,0,0,0,0,0,0,0,0,,
91015,0,0,0,0,0,0,0,0,0,0,0,,
91016,0,0,0,0,0,0,0,0,0,0,0,,
91017,0,0,0,0,0,0,0,0,0,0,0,,
91019,0,0,0,0,0,0,0,0,0,0,0,,
91020,0,0,0,0,0,0,0,0,0,0,0,,
91021,0,0,0,0,0,0,0,0,0,0,0,,
91024,0,0,0,0,0,0,0,0,0,0,0,,
91026,0,0,0,0,0,0,0,0,0,0,0,,
91028,0,0,0,0,0,0,0,0,0,0,0,,
91029,0,0,0,0,0,0,0,0,0,0,0,,
91033,0,0,0,0,0,0,0,0,0,0,0,,
91034,0,0,0,0,0,0,0,0,0,0,0,,
91036,0,0,0,0,0,0,0,0,0,0,0,,
91037,0,0,0,0,0,0,0,0,0,0,0,,
91038,0,0,0,0,0,0,0,0,0,0,0,,
91046,0,0,0,0,0,0,0,0,0,0,0,,
91047,0,0,0,0,0,0,0,0,0,0,0,,
91052,0,0,0,0,0,0,0,0,0,0,0,,
91059,0,0,0,0,0,0,0,0,0,0,0,,
91063,0,0,0,0,0,0,0,0,0,0,0,,
91069,0,0,0,0,0,0,0,0,0,0,0,,
91070,0,0,0,0,0,0,0,0,0,0,0,,
91071,0,0,0,0,0,0,0,0,0,0,0,,
91073,0,0,0,0,0,0,0,0,0,0,0,,
91074,0,0,0,0,0,0,0,0,0,0,0,,
91075,0,0,0,0,0,0,0,0,0,0,0,,
91076,0,0,0,0,0,0,0,0,0,0,0,,
91078,0,0,0,0,0,0,0,0,0,0,0,,
91081,0,0,0,0,0,0,0,0,0,0,0,,
91085,0,0,0,0,0,0,0,0,0,0,0,,
91086,0,0,0,0,0,0,0,0,0,0,0,,
91088,0,0,0,0,0,0,0,0,0,0,0,,
91089,0,0,0,0,0,0,0,0,0,0,0,,
91092,0,0,0,0,0,0,0,0,0,0,0,,
91096,0,0,0,0,0,0,0,0,0,0,0,,
91097,0,0,0,0,0,0,0,0,0,0,0,,
91101,0,0,0,0,0,0,0,0,0,0,0,,
91102,0,0,0,0,0,0,0,0,0,0,0,,
91105,0,0,0,0,0,0,0,0,0,0,0,,
91106,0,0,0,0,0,0,0,0,0,0,0,,
91107,0,0,0,0,0,0,0,0,0,0,0,,
91108,0,0,0,0,0,0,0,0,0,0,0,,
91109,0,0,0,0,0,0,0,0,0,0,0,,
91110,0,0,0,0,0,0,0,0,0,0,0,,
91113,0,0,0,0,0,0,0,0,0,0,0,,
91115,0,0,0,0,0,0,0,0,0,0,0,,
91119,0,0,0,0,0,0,0,0,0,0,0,,
91122,0,0,0,0,0,0,0,0,0,0,0,,
91123,0,0,0,0,0,0,0,0,0,0,0,,
91126,0,0,0,0,0,0,0,0,0,0,0,,
91128,0,0,0,0,0,0,0,0,0,0,0,,
91130,0,0,0,0,0,0,0,0,0,0,0,,
91131,0,0,0,0,0,0,0,0,0,0,0,,
91132,0,0,0,0,0,0,0,0,0,0,0,,
91133,0,0,0,0,0,0,0,0,0,0,0,,
91134,0,0,0,0,0,0,0,0,0,0,0,,
91136,0,0,0,0,0,0,0,0,0,0,0,,
91139,0,0,0,0,0,0,0,0,0,0,0,,
91141,0,0,0,0,0,0,0,0,0,0,0,,
91143,0,0,0,0,0,0,0,0,0,0,0,,
91145,0,0,0,0,0,0,0,0,0,0,0,,
91146,0,0,0,0,0,0,0,0,0,0,0,,
91147,0,0,0,0,0,0,0,0,0,0,0,,
91148,0,0,0,0,0,0,0,0,0,0,0,,
91149,0,0,0,0,0,0,0,0,0,0,0,,
91150,0,0,0,0,0,0,0,0,0,0,0,,
91151,0,0,0,0,0,0,0,0,0,0,0,,
91153,0,0,0,0,0,0,0,0,0,0,0,,
91155,0,0,0,0,0,0,0,0,0,0,0,,
91156,0,0,0,0,0,0,0,0,0,0,0,,
91160,0,0,0,0,0,0,0,0,0,0,0,,
91161,0,0,0,0,0,0,0,0,0,0,0,,
91162,0,0,0,0,0,0,0,0,0,0,0,,
91164,0,0,0,0,0,0,0,0,0,0,0,,
91166,0,0,0,0,0,0,0,0,0,0,0,,
91167,0,0,0,0,0,0,0,0,0,0,0,,
91169,0,0,0,0,0,0,0,0,0,0,0,,
91171,0,0,0,0,0,0,0,0,0,0,0,,
91177,0,0,0,0,0,0,0,0,0,0,0,,
91180,0,0,0,0,0,0,0,0,0,0,0,,
91181,0,0,0,0,0,0,0,0,0,0,0,,
91182,0,0,0,0,0,0,0,0,0,0,0,,
91183,0,0,0,0,0,0,0,0,0,0,0,,
91184,0,0,0,0,0,0,0,0,0,0,0,,
91185,0,0,0,0,0,0,0,0,0,0,0,,
91186,0,0,0,0,0,0,0,0,0,0,0,,
91187,0,0,0,0,0,0,0,0,0,0,0,,
91191,0,0,0,0,0,0,0,0,0,0,0,,
91193,0,0,0,0,0,0,0,0,0,0,0,,
91199,0,0,0,0,0,0,0,0,0,0,0,,
91201,0,0,0,0,0,0,0,0,0,0,0,,
91202,0,0,0,0,0,0,0,0,0,0,0,,
91203,0,0,0,0,0,0,0,0,0,0,0,,
91204,0,0,0,0,0,0,0,0,0,0,0,,
91207,0,0,0,0,0,0,0,0,0,0,0,,
91208,0,0,0,0,0,0,0,0,0,0,0,,
91210,0,0,0,0,0,0,0,0,0,0,0,,
91212,0,0,0,0,0,0,0,0,0,0,0,,
91214,0,0,0,0,0,0,0,0,0,0,0,,
91223,0,0,0,0,0,0,0,0,0,0,0,,
91226,0,0,0,0,0,0,0,0,0,0,0,,
91227,0,0,0,0,0,0,0,0,0,0,0,,
91229,0,0,0,0,0,0,0,0,0,0,0,,
91230,0,0,0,0,0,0,0,0,0,0,0,,
91231,0,0,0,0,0,0,0,0,0,0,0,,
91232,0,0,0,0,0,0,0,0,0,0,0,,
91233,0,0,0,0,0,0,0,0,0,0,0,,
91242,0,0,0,0,0,0,0,0,0,0,0,,
91243,0,0,0,0,0,0,0,0,0,0,0,,
91244,0,0,0,0,0,0,0,0,0,0,0,,
91250,0,0,0,0,0,0,0,0,0,0,0,,
91253,0,0,0,0,0,0,0,0,0,0,0,,
91254,0,0,0,0,0,0,0,0,0,0,0,,
91255,0,0,0,0,0,0,0,0,0,0,0,,
91258,0,0,0,0,0,0,0,0,0,0,0,,
91259,0,0,0,0,0,0,0,0,0,0,0,,
91260,0,0,0,0,0,0,0,0,0,0,0,,
91262,0,0,0,0,0,0,0,0,0,0,0,,
91263,0,0,0,0,0,0,0,0,0,0,0,,
91264,0,0,0,0,0,0,0,0,0,0,0,,
91268,0,0,0,0,0,0,0,0,0,0,0,,
91269,0,0,0,0,0,0,0,0,0,0,0,,
91270,0,0,0,0,0,0,0,0,0,0,0,,
91271,0,0,0,0,0,0,0,0,0,0,0,,
91273,0,0,0,0,0,0,0,0,0,0,0,,
91278,0,0,0,0,0,0,0,0,0,0,0,,
91279,0,0,0,0,0,0,0,0,0,0,0,,
91280,0,0,0,0,0,0,0,0,0,0,0,,
91283,0,0,0,0,0,0,0,0,0,0,0,,
91286,0,0,0,0,0,0,0,0,0,0,0,,
91287,0,0,0,0,0,0,0,0,0,0,0,,
91289,0,0,0,0,0,0,0,0,0,0,0,,
91290,0,0,0,0,0,0,0,0,0,0,0,,
91291,0,0,0,0,0,0,0,0,0,0,0,,
91292,0,0,0,0,0,0,0,0,0,0,0,,
91293,0,0,0,0,0,0,0,0,0,0,0,,
91295,0,0,0,0,0,0,0,0,0,0,0,,
91297,0,0,0,0,0,0,0,0,0,0,0,,
91299,0,0,0,0,0,0,0,0,0,0,0,,
91303,0,0,0,0,0,0,0,0,0,0,0,,
91304,0,0,0,0,0,0,0,0,0,0,0,,
91305,0,0,0,0,0,0,0,0,0,0,0,,
91306,0,0,0,0,0,0,0,0,0,0,0,,
91308,0,0,0,0,0,0,0,0,0,0,0,,
91309,0,0,0,0,0,0,0,0,0,0,0,,
91314,0,0,0,0,0,0,0,0,0,0,0,,
91316,0,0,0,0,0,0,0,0,0,0,0,,
91317,0,0,0,0,0,0,0,0,0,0,0,,
91319,0,0,0,0,0,0,0,0,0,0,0,,
91320,0,0,0,0,0,0,0,0,0,0,0,,
91322,0,0,0,0,0,0,0,0,0,0,0,,
91323,0,0,0,0,0,0,0,0,0,0,0,,
91328,0,0,0,0,0,0,0,0,0,0,0,,
91329,0,0,0,0,0,0,0,0,0,0,0,,
91332,0,0,0,0,0,0,0,0,0,0,0,,
91334,0,0,0,0,0,0,0,0,0,0,0,,
91335,0,0,0,0,0,0,0,0,0,0,0,,
91336,0,0,0,0,0,0,0,0,0,0,0,,
91337,0,0,0,0,0,0,0,0,0,0,0,,
91338,0,0,0,0,0,0,0,0,0,0,0,,
91341,0,0,0,0,0,0,0,0,0,0,0,,
91342,0,0,0,0,0,0,0,0,0,0,0,,
91343,0,0,0,0,0,0,0,0,0,0,0,,
91345,0,0,0,0,0,0,0,0,0,0,0,,
91346,0,0,0,0,0,0,0,0,0,0,0,,
91349,0,0,0,0,0,0,0,0,0,0,0,,
91350,0,0,0,0,0,0,0,0,0,0,0,,
91351,0,0,0,0,0,0,0,0,0,0,0,,
91356,0,0,0,0,0,0,0,0,0,0,0,,
91359,0,0,0,0,0,0,0,0,0,0,0,,
91360,0,0,0,0,0,0,0,0,0,0,0,,
91363,0,0,0,0,0,0,0,0,0,0,0,,
91365,0,0,0,0,0,0,0,0,0,0,0,,
91368,0,0,0,0,0,0,0,0,0,0,0,,
91369,0,0,0,0,0,0,0,0,0,0,0,,
91371,0,0,0,0,0,0,0,0,0,0,0,,
91373,0,0,0,0,0,0,0,0,0,0,0,,
91374,0,0,0,0,0,0,0,0,0,0,0,,
91377,0,0,0,0,0,0,0,0,0,0,0,,
