sid,record_found_yn,enrollment_begin,enrollment_end,college_code_branch,college_name,college_state,yr2_yr4,public_private,enrollment_status,graduated,graduation_date,college_sequence,degree_title,major
18937,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
18937,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
18939,"Y",20090523,20090814,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,1,"",""
18939,"Y",20080830,20081216,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","F","N",,1,"",""
18939,"Y",20090829,20091215,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","F","N",,1,"",""
18939,"Y",20090110,20090505,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,1,"",""
18939,"Y",20100109,20100503,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","F","N",,1,"",""
18940,"Y",20090822,20091217,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
18940,"Y",20100116,20100512,"129024-00","STATE UNIVERSITY - WEST CAMPUS","TX","4-year","Public","F","N",,1,"",""
18942,"N",,,"","","","","","","N",,,"",""
18943,"N",,,"","","","","","","N",,,"",""
18947,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
18947,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
18947,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
18947,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
18948,"Y",20080823,20081218,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
18948,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
18948,"Y",20090606,20090730,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
18948,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
18948,"Y",20090117,20090514,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
18956,"Y",20100116,20100512,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
18956,"Y",20090822,20091217,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
18959,"Y",20090829,20091215,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,1,"",""
18959,"Y",20080830,20081216,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,1,"",""
18959,"Y",20100109,20100503,"134140-00","COMMUNITY COLLEGE 3","CA","2-year","Public","H","N",,1,"",""
18960,"N",,,"","","","","","","N",,,"",""
18970,"N",,,"","","","","","","N",,,"",""
18971,"Y",20100116,20100512,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
18971,"Y",20090822,20091217,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
18973,"Y",20100116,20100512,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
18973,"Y",20090822,20091217,"545243-00","UNIVERSITY OF C","TX","4-year","Private","F","N",,1,"",""
18976,"N",,,"","","","","","","N",,,"",""
18978,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
18981,"N",,,"","","","","","","N",,,"",""
18982,"N",,,"","","","","","","N",,,"",""
18987,"N",,,"","","","","","","N",,,"",""
18990,"N",,,"","","","","","","N",,,"",""
18993,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
18993,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
18994,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
18994,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
18994,"Y",20080823,20081218,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
18994,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
18997,"Y",20090829,20091215,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
18997,"Y",20100109,20100503,"860457-00","DEF COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
19008,"N",,,"","","","","","","N",,,"",""
19016,"Y",20090822,20091217,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19016,"Y",20080823,20081218,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19016,"Y",20090117,20090514,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19021,"Y",20100116,20100512,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19021,"Y",20090822,20091217,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
19024,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19024,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19024,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19024,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19028,"Y",20090822,20091216,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19028,"Y",20090531,20090812,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","L","N",,1,"",""
19028,"Y",20080823,20081217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19028,"Y",20100117,20100511,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19028,"Y",20090118,20090513,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19029,"Y",20080823,20081218,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19029,"Y",20090822,20091217,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19029,"Y",20090117,20090514,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19029,"Y",20100116,20100512,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19034,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19034,"Y",20090117,20090514,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19034,"Y",20090606,20090730,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19034,"Y",20080823,20081218,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19034,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19045,"N",,,"","","","","","","N",,,"",""
19053,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19053,"Y",20080823,20081218,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19053,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19053,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19064,"Y",20080830,20081216,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19064,"Y",,,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","","Y",20081216,1,"CERTIFICATE","EMERGENCY MEDICAL TECH-BASIC"
19064,"Y",20090110,20090505,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
19064,"Y",20100109,20100503,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
19064,"Y",,,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","","Y",20081216,1,"",""
19064,"Y",20080524,20080815,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
19064,"Y",20090829,20091215,"204168-00","MNO COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19071,"Y",20090822,20091217,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
19071,"Y",20100116,20100512,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
19071,"Y",20080823,20081218,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
19071,"Y",20090117,20090514,"643322-00","STATE UNIVERSITY - EAST CAMPUS","TX","4-year","Public","F","N",,1,"",""
19078,"Y",20090117,20090514,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19078,"Y",20100116,20100512,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19078,"Y",20090822,20091217,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19078,"Y",20080823,20081218,"676344-00","STATE UNIVERSITY - NORTH CAMPUS","TX","4-year","Public","F","N",,1,"",""
19084,"Y",20080823,20081218,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
19084,"Y",20100116,20100512,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
19084,"Y",20090822,20091217,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
19084,"Y",20090117,20090514,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
19087,"Y",20100109,20100503,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","F","N",,1,"",""
19087,"Y",20090110,20090505,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","F","N",,1,"",""
19087,"Y",20080830,20081216,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","F","N",,1,"",""
19087,"Y",20090829,20091215,"583178-00","COMMUNITY COLLEGE 4","CA","2-year","Public","F","N",,1,"",""
19092,"Y",20100109,20100503,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
19092,"Y",20090110,20090505,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
19092,"Y",20090829,20091215,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
19092,"Y",20090523,20090814,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
19094,"Y",20100109,20100503,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","L","N",,2,"",""
19094,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19094,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19094,"Y",20090523,20090814,"667230-00","UVW COMMUNITY COLLEGE","IL","2-year","Public","H","N",,2,"",""
19094,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19100,"Y",20080815,20081231,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","F","N",,1,"",""
19100,"Y",20090829,20091215,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","F","N",,2,"",""
19100,"Y",20090101,20090531,"24548-00","COMMUNITY COLLEGE 100","FL","2-year","Public","L","N",,1,"",""
19100,"Y",20100109,20100503,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","F","N",,2,"",""
19106,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19106,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19106,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19106,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19122,"Y",20100123,20100511,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19122,"Y",20090823,20091209,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19123,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19123,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19127,"Y",20090818,20091209,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19127,"Y",20100119,20100511,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19131,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19131,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19134,"Y",20090822,20091217,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19134,"Y",20100116,20100512,"244740-00","UNIVERSITY - MAIN CAMPUS","IL","4-year","Public","F","N",,1,"",""
19136,"Y",20090829,20091215,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","F","N",,1,"",""
19136,"Y",20100109,20100503,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","L","N",,1,"",""
19136,"Y",20080830,20081216,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","F","N",,1,"",""
19136,"Y",20090110,20090505,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","H","N",,1,"",""
19146,"Y",20090117,20090514,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19146,"Y",20080823,20081218,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19151,"Y",20091212,20100226,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19151,"Y",20091003,20091204,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19151,"Y",20090725,20090925,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19151,"Y",20100227,20100429,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19160,"Y",20100104,20100317,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19160,"Y",20090921,20091210,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19165,"N",,,"","","","","","","N",,,"",""
19169,"N",,,"","","","","","","N",,,"",""
19172,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19172,"Y",20090523,20090814,"362660-00","COMMUNITY COLLEGE 1","CA","2-year","Public","L","N",,2,"",""
19172,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19172,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19172,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19180,"N",,,"","","","","","","N",,,"",""
19187,"N",,,"","","","","","","N",,,"",""
19189,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19189,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19189,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19189,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19198,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19198,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19198,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","H","N",,1,"",""
19198,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19199,"Y",20100116,20100512,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
19199,"Y",20090822,20091217,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
19201,"N",,,"","","","","","","N",,,"",""
19204,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19204,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19210,"N",,,"","","","","","","N",,,"",""
19217,"Y",20100109,20100503,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,2,"",""
19217,"Y",20080823,20081218,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19217,"Y",20090117,20090514,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19228,"Y",20100109,20100503,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","H","N",,1,"",""
19228,"Y",20090110,20090505,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19228,"Y",20080830,20081216,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19228,"Y",20090829,20091215,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19230,"Y",20090822,20091217,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19230,"Y",20100116,20100512,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19231,"Y",20080819,20081210,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19231,"Y",20100119,20100511,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19231,"Y",20090113,20090506,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19231,"Y",20090818,20091209,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19263,"Y",20090822,20091217,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19263,"Y",20100116,20100512,"372511-00","AB COLLEGE","NY","4-year","Private","F","N",,1,"",""
19266,"N",,,"","","","","","","N",,,"",""
19273,"Y",20090818,20091215,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
19273,"Y",20100105,20100503,"681823-00","COLLEGE OF DEFGH","IL","4-year","Private","F","N",,1,"",""
19275,"Y",20100116,20100512,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19275,"Y",20090822,20091217,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19275,"Y",20080823,20081218,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19275,"Y",20090117,20090514,"631806-00","UNIVERSITY XYZ","MA","4-year","Public","F","N",,1,"",""
19276,"Y",20090822,20091217,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19276,"Y",20100116,20100512,"492808-00","COLLEGE OF XYZ","FL","4-year","Private","F","N",,1,"",""
19280,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19280,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19284,"N",,,"","","","","","","N",,,"",""
19285,"Y",20090822,20091217,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19285,"Y",20100116,20100512,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19285,"Y",20090117,20090514,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19285,"Y",20080823,20081218,"88727-00","UNIVERSITY - CAMPUS 2","IL","4-year","Public","F","N",,1,"",""
19286,"Y",20100116,20100512,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19286,"Y",20090822,20091217,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19286,"Y",20080823,20081218,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19286,"Y",20090117,20090514,"653697-00","UNIVERSITY OF GH","NY","4-year","Public","F","N",,1,"",""
19288,"Y",20080823,20081218,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19288,"Y",20090822,20091217,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19288,"Y",20090117,20090514,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19288,"Y",20100116,20100512,"416739-00","UNIVERSITY OF B","TX","4-year","Private","F","N",,1,"",""
19288,"Y",20090523,20090814,"108962-00","GHI COMMUNITY COLLEGE","MA","2-year","Public","L","N",,2,"",""
19291,"Y",20080823,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19291,"Y",20100109,20100504,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19291,"Y",20090118,20090513,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19291,"Y",20090822,20091216,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19291,"Y",20090523,20090814,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","L","N",,2,"",""
19291,"Y",20080823,20081217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19293,"Y",20100116,20100512,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19293,"Y",20090117,20090514,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19293,"Y",20090822,20091217,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19293,"Y",20080823,20081218,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19296,"Y",20080823,20081218,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19296,"Y",20090117,20090514,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19296,"Y",20090822,20091217,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19296,"Y",20100116,20100512,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19298,"Y",20090110,20090505,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19298,"Y",20080830,20081216,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19298,"Y",20090829,20091215,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19298,"Y",20100109,20100503,"27037-00","HKL COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19299,"Y",20090110,20090505,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","H","N",,1,"",""
19299,"Y",20090829,20091215,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","H","N",,1,"",""
19299,"Y",20100109,20100503,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","H","N",,1,"",""
19299,"Y",20080830,20081216,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","H","N",,1,"",""
19299,"Y",20090523,20090814,"96678-00","COMMUNITY COLLEGE 5","CA","2-year","Public","H","N",,1,"",""
19304,"Y",20090829,20091215,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19304,"Y",20100109,20100503,"154436-00","COMMUNITY COLLEGE B","TX","2-year","Public","F","N",,1,"",""
19305,"N",,,"","","","","","","N",,,"",""
19311,"Y",20100109,20100503,"454006-00","COMMUNITY COLLEGE 300","FL","2-year","Public","H","N",,1,"",""
19311,"Y",20080830,20081216,"454006-00","COMMUNITY COLLEGE 300","FL","2-year","Public","L","N",,1,"",""
19317,"N",,,"","","","","","","N",,,"",""
19321,"Y",20100109,20100503,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","F","N",,1,"",""
19321,"Y",20090829,20091215,"746460-00","COMMUNITY COLLEGE 400","FL","2-year","Public","F","N",,1,"",""
19322,"N",,,"","","","","","","N",,,"",""
19324,"Y",20100116,20100512,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19324,"Y",20090822,20091217,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19324,"Y",20090117,20090514,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19324,"Y",20090606,20090730,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","H","N",,1,"",""
19324,"Y",20080823,20081218,"207361-00","PRIVATE COLLEGE A","CA","4-year","Private","F","N",,1,"",""
19328,"N",,,"","","","","","","N",,,"",""
19329,"Y",20090829,20091215,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","L","N",,1,"",""
19329,"Y",20100109,20100303,"66887-00","C COMMUNITY COLLEGE","NY","2-year","Public","W","N",,1,"",""
19335,"Y",20090822,20091217,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
19335,"Y",20100116,20100512,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
19338,"N",,,"","","","","","","N",,,"",""
19340,"Y",20090822,20091217,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","H","N",,1,"",""
19340,"Y",20090117,20090514,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
19340,"Y",20080823,20081218,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","F","N",,1,"",""
19340,"Y",20100116,20100512,"943508-00","PUBLIC UNIVERSITY 2","CA","4-year","Public","H","N",,1,"",""
19342,"Y",20100109,20100503,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19342,"Y",20090829,20091215,"164039-00","B COMMUNITY COLLEGE","NY","2-year","Public","F","N",,1,"",""
19343,"Y",20090822,20091217,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19343,"Y",20090117,20090514,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19343,"Y",20080823,20081218,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19343,"Y",20100116,20100512,"966588-00","UNIVERSITY A","MA","4-year","Private","F","N",,1,"",""
19347,"N",,,"","","","","","","N",,,"",""
19349,"Y",20090829,20091215,"108962-00","GHI COMMUNITY COLLEGE","MA","2-year","Public","F","N",,1,"",""
19349,"Y",20100109,20100503,"108962-00","GHI COMMUNITY COLLEGE","MA","2-year","Public","H","N",,1,"",""
19350,"Y",20090822,20091217,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
19350,"Y",20100116,20100512,"559548-00","COLLEGE OF ABC","MA","4-year","Private","F","N",,1,"",""
19351,"Y",20090818,20091209,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19351,"Y",20100119,20100511,"760941-00","ABC STATE UNIVERSITY","FL","4-year","Public","F","N",,1,"",""
19352,"Y",20090606,20090730,"905734-00","PRIVATE COLLEGE B","CA","4-year","Private","F","N",,1,"",""
