sid,school_year,male,race_ethnicity,birth_date,first_9th_school_year_reported,hs_diploma,hs_diploma_type,hs_diploma_date
16483,2004,0,"B",12450,2007,0,"",
16483,2005,0,"B",12450,2007,0,"",
16483,2006,0,"B",12450,2007,0,"",
16483,2007,0,"B",12450,2007,0,"",
16483,2008,0,"B",12450,2007,0,"",
16483,2009,0,"B",12450,2007,0,"",
16484,2005,0,"B",12815,2008,0,"",
16484,2006,0,"B",12815,2008,0,"",
16484,2007,0,"B",12815,2008,0,"",
16484,2008,0,"B",12815,2008,0,"",
16484,2009,0,"B",12815,2008,0,"",
16485,2004,0,"B",12451,2007,0,"",
16485,2005,0,"B",12451,2007,0,"",
16485,2006,0,"B",12451,2007,0,"",
16485,2007,0,"B",12451,2007,0,"",
16485,2008,0,"B",12451,2007,0,"",
16485,2009,0,"B",12451,2007,0,"",
16486,2004,0,"W",12452,2007,0,"",
16486,2005,0,"W",12452,2007,0,"",
16486,2006,0,"W",12452,2007,0,"",
16486,2007,0,"W",12452,2007,0,"",
16486,2008,0,"W",12452,2007,0,"",
16486,2009,0,"W",12452,2007,0,"",
16487,2004,0,"B",12087,2006,0,"",
16487,2005,0,"B",12087,2006,0,"",
16487,2006,0,"B",12087,2006,0,"",
16487,2007,0,"B",12087,2006,0,"",
16487,2008,0,"B",12087,2006,0,"",
16488,2009,0,"B",12452,,0,"",
16489,2004,0,"B",12088,2006,0,"",
16489,2005,0,"B",12088,2006,0,"",
16489,2006,0,"B",12088,2006,0,"",
16489,2007,0,"B",12088,2006,0,"",
16489,2008,0,"B",12088,2006,0,"",
16490,2005,0,"B",12818,2008,0,"",
16490,2006,0,"B",12818,2008,0,"",
16490,2007,0,"B",12818,2008,0,"",
16490,2008,0,"B",12818,2008,0,"",
16490,2009,0,"B",12818,2008,0,"",
16491,2005,0,"B",12819,2008,0,"",
16491,2006,0,"B",12819,2008,0,"",
16491,2007,0,"B",12819,2008,0,"",
16491,2008,0,"B",12819,2008,0,"",
16491,2009,0,"B",12819,2008,0,"",
16492,2004,0,"W",12456,2007,0,"",
16492,2005,0,"W",12456,2007,0,"",
16492,2006,0,"W",12456,2007,0,"",
16492,2007,0,"W",12456,2007,0,"",
16492,2008,0,"W",12456,2007,0,"",
16492,2009,0,"W",12456,2007,0,"",
16493,2005,0,"W",12822,2008,0,"",
16493,2006,0,"W",12822,2008,0,"",
16493,2007,0,"W",12822,2008,0,"",
16493,2008,0,"W",12822,2008,0,"",
16493,2009,0,"W",12822,2008,0,"",
16494,2004,0,"W",11726,2005,0,"",
16494,2005,0,"W",11726,2005,0,"",
16494,2006,0,"W",11726,2005,0,"",
16495,2004,0,"B",12093,2006,0,"",
16495,2005,0,"B",12093,2006,0,"",
16495,2006,0,"B",12093,2006,0,"",
16495,2007,0,"B",12093,2006,0,"",
16496,2004,0,"B",11730,2005,1,"Standard Diploma",14may2008
16496,2005,0,"B",11730,2005,1,"Standard Diploma",14may2008
16496,2006,0,"B",11730,2005,1,"Standard Diploma",14may2008
16496,2007,0,"B",11730,2005,1,"Standard Diploma",14may2008
16496,2008,0,"B",11730,2005,1,"Standard Diploma",14may2008
16497,2009,0,"A",12826,,0,"",
16498,2004,0,"W",12466,2007,0,"",
16498,2005,0,"W",12466,2007,0,"",
16498,2006,0,"W",12466,2007,0,"",
16498,2007,0,"W",12466,2007,0,"",
16498,2008,0,"W",12466,2007,0,"",
16499,2004,0,"B",12102,2006,1,"Standard Diploma",17may2009
16499,2005,0,"B",12102,2006,1,"Standard Diploma",17may2009
16499,2006,0,"B",12102,2006,1,"Standard Diploma",17may2009
16499,2007,0,"B",12102,2006,1,"Standard Diploma",17may2009
16499,2008,0,"B",12102,2006,1,"Standard Diploma",17may2009
16499,2009,0,"B",12102,2006,1,"Standard Diploma",17may2009
16500,2009,0,"W",12467,,0,"",
16501,2004,0,"B",11737,2005,1,"Standard Diploma",14may2008
16501,2005,0,"B",11737,2005,1,"Standard Diploma",14may2008
16501,2006,0,"B",11737,2005,1,"Standard Diploma",14may2008
16501,2007,0,"B",11737,2005,1,"Standard Diploma",14may2008
16501,2008,0,"B",11737,2005,1,"Standard Diploma",14may2008
16502,2004,0,"B",12469,2007,0,"",
16502,2005,0,"B",12469,2007,0,"",
16502,2006,0,"B",12469,2007,0,"",
16502,2007,0,"B",12469,2007,0,"",
16502,2008,0,"B",12469,2007,0,"",
16502,2009,0,"B",12469,2007,0,"",
16503,2004,0,"B",11738,2005,1,"Standard Diploma",14may2008
16503,2005,0,"B",11738,2005,1,"Standard Diploma",14may2008
16503,2006,0,"B",11738,2005,1,"Standard Diploma",14may2008
16503,2007,0,"B",11738,2005,1,"Standard Diploma",14may2008
16503,2008,0,"B",11738,2005,1,"Standard Diploma",14may2008
16504,2004,0,"B",12105,2006,1,"Standard Diploma",17may2009
16504,2005,0,"B",12105,2006,1,"Standard Diploma",17may2009
16504,2006,0,"B",12105,2006,1,"Standard Diploma",17may2009
16504,2007,0,"B",12105,2006,1,"Standard Diploma",17may2009
16504,2008,0,"B",12105,2006,1,"Standard Diploma",17may2009
16504,2009,0,"B",12105,2006,1,"Standard Diploma",17may2009
16505,2005,0,"B",12471,2007,0,"",
16505,2006,0,"B",12471,2007,0,"",
16505,2007,0,"B",12471,2007,0,"",
16506,2004,0,"W",12471,2007,0,"",
16506,2005,0,"W",12471,2007,0,"",
16506,2006,0,"W",12471,2007,0,"",
16506,2007,0,"W",12471,2007,0,"",
16506,2008,0,"W",12471,2007,0,"",
16506,2009,0,"W",12471,2007,0,"",
16507,2004,0,"B",12836,2008,0,"",
16507,2005,0,"B",12836,2008,0,"",
16507,2006,0,"B",12836,2008,0,"",
16507,2007,0,"B",12836,2008,0,"",
16507,2008,0,"B",12836,2008,0,"",
16507,2009,0,"B",12836,2008,0,"",
16508,2004,0,"B",11741,2005,1,"Standard Diploma",14may2008
16508,2005,0,"B",11741,2005,1,"Standard Diploma",14may2008
16508,2006,0,"B",11741,2005,1,"Standard Diploma",14may2008
16508,2007,0,"B",11741,2005,1,"Standard Diploma",14may2008
16508,2008,0,"B",11741,2005,1,"Standard Diploma",14may2008
16509,2004,0,"W",11741,2005,0,"",
16509,2005,0,"W",11741,2005,0,"",
16509,2006,0,"W",11741,2005,0,"",
16510,2004,0,"B",11742,2005,1,"Standard Diploma",14may2008
16510,2005,0,"B",11742,2005,1,"Standard Diploma",14may2008
16510,2006,0,"B",11742,2005,1,"Standard Diploma",14may2008
16510,2007,0,"B",11742,2005,1,"Standard Diploma",14may2008
16510,2008,0,"B",11742,2005,1,"Standard Diploma",14may2008
16511,2005,0,"W",12474,2007,0,"",
16511,2006,0,"W",12474,2007,0,"",
16511,2007,0,"W",12474,2007,0,"",
16512,2009,0,"B",12839,,0,"",
16513,2004,0,"B",12474,2007,0,"",
16513,2005,0,"B",12474,2007,0,"",
16513,2006,0,"B",12474,2007,0,"",
16513,2007,0,"B",12474,2007,0,"",
16513,2008,0,"B",12474,2007,0,"",
16513,2009,0,"B",12474,2007,0,"",
16514,2005,0,"B",12475,2007,0,"",
16514,2006,0,"B",12475,2007,0,"",
16514,2007,0,"B",12475,2007,0,"",
16514,2008,0,"B",12475,2007,0,"",
16515,2004,0,"W",12475,2007,0,"",
16515,2005,0,"W",12475,2007,0,"",
16515,2006,0,"W",12475,2007,0,"",
16515,2007,0,"W",12475,2007,0,"",
16515,2008,0,"W",12475,2007,0,"",
16515,2009,0,"W",12475,2007,0,"",
16516,2005,0,"W",12840,2008,0,"",
16516,2006,0,"W",12840,2008,0,"",
16516,2007,0,"W",12840,2008,0,"",
16516,2008,0,"W",12840,2008,0,"",
16516,2009,0,"W",12840,2008,0,"",
16517,2004,0,"B",11745,2005,1,"Standard Diploma",14may2008
16517,2005,0,"B",11745,2005,1,"Standard Diploma",14may2008
16517,2006,0,"B",11745,2005,1,"Standard Diploma",14may2008
16517,2007,0,"B",11745,2005,1,"Standard Diploma",14may2008
16517,2008,0,"B",11745,2005,1,"Standard Diploma",14may2008
16518,2004,0,"B",,2007,0,"",
16518,2005,0,"B",,2007,0,"",
16518,2006,0,"B",,2007,0,"",
16518,2007,0,"B",,2007,0,"",
16518,2008,0,"B",,2007,0,"",
16519,2005,0,"W",12479,2007,0,"",
16519,2006,0,"W",12479,2007,0,"",
16519,2007,0,"W",12479,2007,0,"",
16520,2004,0,"W",12115,2006,1,"Standard Diploma",17may2009
16520,2005,0,"W",12115,2006,1,"Standard Diploma",17may2009
16520,2006,0,"W",12115,2006,1,"Standard Diploma",17may2009
16520,2007,0,"W",12115,2006,1,"Standard Diploma",17may2009
16520,2008,0,"W",12115,2006,1,"Standard Diploma",17may2009
16520,2009,0,"W",12115,2006,1,"Standard Diploma",17may2009
16521,2005,0,"W",12845,2008,0,"",
16521,2006,0,"W",12845,2008,0,"",
16521,2007,0,"W",12845,2008,0,"",
16521,2008,0,"W",12845,2008,0,"",
16521,2009,0,"W",12845,2008,0,"",
16522,2004,0,"B",11750,2005,0,"",
16522,2005,0,"B",11750,2005,0,"",
16522,2006,0,"B",11750,2005,0,"",
16523,2004,0,"B",11750,2005,1,"Standard Diploma",14may2008
16523,2005,0,"B",11750,2005,1,"Standard Diploma",14may2008
16523,2006,0,"B",11750,2005,1,"Standard Diploma",14may2008
16523,2007,0,"B",11750,2005,1,"Standard Diploma",14may2008
16523,2008,0,"B",11750,2005,1,"Standard Diploma",14may2008
16524,2004,0,"W",12481,2007,0,"",
16524,2005,0,"W",12481,2007,0,"",
16524,2006,0,"W",12481,2007,0,"",
16524,2007,0,"W",12481,2007,0,"",
16524,2008,0,"W",12481,2007,0,"",
16524,2009,0,"W",12481,2007,0,"",
16525,2007,0,"W",11753,,1,"Standard Diploma",14may2008
16525,2008,0,"W",11753,,1,"Standard Diploma",14may2008
16526,2008,0,"B",12849,2008,0,"",
16526,2009,0,"B",12849,2008,0,"",
16527,2004,0,"B",11755,2005,0,"",
16527,2005,0,"B",11755,2005,0,"",
16527,2006,0,"B",11755,2005,0,"",
16528,2005,0,"B",12850,2008,0,"",
16528,2006,0,"B",12850,2008,0,"",
16528,2007,0,"B",12850,2008,0,"",
16528,2008,0,"B",12850,2008,0,"",
16528,2009,0,"B",12850,2008,0,"",
16529,2005,0,"B",12851,2008,0,"",
16529,2006,0,"B",12851,2008,0,"",
16529,2007,0,"B",12851,2008,0,"",
16529,2008,0,"B",12851,2008,0,"",
16529,2009,0,"B",12851,2008,0,"",
16530,2004,0,"B",11756,2005,1,"Standard Diploma",14may2008
16530,2005,0,"B",11756,2005,1,"Standard Diploma",14may2008
16530,2006,0,"B",11756,2005,1,"Standard Diploma",14may2008
16530,2007,0,"B",11756,2005,1,"Standard Diploma",14may2008
16530,2008,0,"B",11756,2005,1,"Standard Diploma",14may2008
16531,2004,0,"B",11756,2005,1,"Standard Diploma",14may2008
16531,2005,0,"B",11756,2005,1,"Standard Diploma",14may2008
16531,2006,0,"B",11756,2005,1,"Standard Diploma",14may2008
16531,2007,0,"B",11756,2005,1,"Standard Diploma",14may2008
16531,2008,0,"B",11756,2005,1,"Standard Diploma",14may2008
16532,2004,0,"W",12122,2006,1,"Standard Diploma",17may2009
16532,2005,0,"W",12122,2006,1,"Standard Diploma",17may2009
16532,2006,0,"W",12122,2006,1,"Standard Diploma",17may2009
16532,2007,0,"W",12122,2006,1,"Standard Diploma",17may2009
16532,2008,0,"W",12122,2006,1,"Standard Diploma",17may2009
16532,2009,0,"W",12122,2006,1,"Standard Diploma",17may2009
16533,2004,0,"B",11757,2005,1,"Standard Diploma",14may2008
16533,2005,0,"B",11757,2005,1,"Standard Diploma",14may2008
16533,2006,0,"B",11757,2005,1,"Standard Diploma",14may2008
16533,2007,0,"B",11757,2005,1,"Standard Diploma",14may2008
16533,2008,0,"B",11757,2005,1,"Standard Diploma",14may2008
16534,2005,0,"W",12855,2008,0,"",
16534,2006,0,"W",12855,2008,0,"",
16534,2007,0,"W",12855,2008,0,"",
16534,2008,0,"W",12855,2008,0,"",
16534,2009,0,"W",12855,2008,0,"",
16535,2004,0,"W",12494,2007,0,"",
16535,2005,0,"W",12494,2007,0,"",
16535,2006,0,"W",12494,2007,0,"",
16535,2007,0,"W",12494,2007,0,"",
16535,2008,0,"W",12494,2007,0,"",
16535,2009,0,"W",12494,2007,0,"",
16536,2004,0,"W",11764,2005,1,"Standard Diploma",14may2008
16536,2005,0,"W",11764,2005,1,"Standard Diploma",14may2008
16536,2006,0,"W",11764,2005,1,"Standard Diploma",14may2008
16536,2007,0,"W",11764,2005,1,"Standard Diploma",14may2008
16536,2008,0,"W",11764,2005,1,"Standard Diploma",14may2008
16537,2005,0,"B",12860,2008,0,"",
16537,2006,0,"B",12860,2008,0,"",
16537,2007,0,"B",12860,2008,0,"",
16537,2008,0,"B",12860,2008,0,"",
16537,2009,0,"B",12860,2008,0,"",
16538,2005,0,"B",12860,2008,0,"",
16538,2006,0,"B",12860,2008,0,"",
16538,2007,0,"B",12860,2008,0,"",
16538,2008,0,"B",12860,2008,0,"",
16538,2009,0,"B",12860,2008,0,"",
16539,2004,0,"B",12132,2006,0,"",
16539,2005,0,"B",12132,2006,0,"",
16539,2006,0,"B",12132,2006,0,"",
16539,2007,0,"B",12132,2006,0,"",
16540,2004,0,"W",11769,2005,0,"",
16540,2005,0,"W",11769,2005,0,"",
16540,2006,0,"W",11769,2005,0,"",
16540,2007,0,"W",11769,2005,0,"",
16541,2004,0,"B",11769,2005,1,"Standard Diploma",14may2008
16541,2005,0,"B",11769,2005,1,"Standard Diploma",14may2008
16541,2006,0,"B",11769,2005,1,"Standard Diploma",14may2008
16541,2007,0,"B",11769,2005,1,"Standard Diploma",14may2008
16541,2008,0,"B",11769,2005,1,"Standard Diploma",14may2008
16542,2008,0,"A",12134,,0,"",
16543,2005,0,"W",12865,2008,0,"",
16543,2006,0,"W",12865,2008,0,"",
16543,2007,0,"W",12865,2008,0,"",
16543,2008,0,"W",12865,2008,0,"",
16543,2009,0,"W",12865,2008,0,"",
16544,2004,0,"B",11773,2005,0,"",
16544,2005,0,"B",11773,2005,0,"",
16544,2006,0,"B",11773,2005,0,"",
16544,2007,0,"B",11773,2005,0,"",
16545,2005,0,"W",12868,2008,0,"",
16545,2006,0,"W",12868,2008,0,"",
16545,2007,0,"W",12868,2008,0,"",
16545,2008,0,"W",12868,2008,0,"",
16545,2009,0,"W",12868,2008,0,"",
16546,2004,0,"B",12139,2006,1,"Standard Diploma",17may2009
16546,2005,0,"B",12139,2006,1,"Standard Diploma",17may2009
16546,2006,0,"B",12139,2006,1,"Standard Diploma",17may2009
16546,2007,0,"B",12139,2006,1,"Standard Diploma",17may2009
16546,2008,0,"B",12139,2006,1,"Standard Diploma",17may2009
16546,2009,0,"B",12139,2006,1,"Standard Diploma",17may2009
16547,2004,0,"B",12143,2006,1,"Standard Diploma",17may2009
16547,2005,0,"B",12143,2006,1,"Standard Diploma",17may2009
16547,2006,0,"B",12143,2006,1,"Standard Diploma",17may2009
16547,2007,0,"B",12143,2006,1,"Standard Diploma",17may2009
16547,2008,0,"B",12143,2006,1,"Standard Diploma",17may2009
16547,2009,0,"B",12143,2006,1,"Standard Diploma",17may2009
16548,2007,0,"W",12874,2008,0,"",
16548,2008,0,"W",12874,2008,0,"",
16548,2009,0,"W",12874,2008,0,"",
16549,2004,0,"B",11779,2005,0,"",
16549,2005,0,"B",11779,2005,0,"",
16550,2008,0,"B",12874,2008,0,"",
16551,2007,0,"B",12510,2007,0,"",
16552,2005,0,"W",11780,2005,0,"",
16553,2005,0,"B",12877,2008,0,"",
16553,2006,0,"B",12877,2008,0,"",
16553,2007,0,"B",12877,2008,0,"",
16553,2008,0,"B",12877,2008,0,"",
16553,2009,0,"B",12877,2008,0,"",
16554,2006,0,"W",12513,2007,0,"",
16554,2007,0,"W",12513,2007,0,"",
16554,2008,0,"W",12513,2007,0,"",
16554,2009,0,"W",12513,2007,0,"",
16555,2004,0,"B",11784,2005,0,"",
16555,2005,0,"B",11784,2005,0,"",
16555,2006,0,"B",11784,2005,0,"",
16555,2007,0,"B",11784,2005,0,"",
16556,2005,0,"B",12879,,0,"",
16557,2005,0,"W",11785,2005,1,"Standard Diploma",14may2008
16557,2006,0,"W",11785,2005,1,"Standard Diploma",14may2008
16557,2007,0,"W",11785,2005,1,"Standard Diploma",14may2008
16557,2008,0,"W",11785,2005,1,"Standard Diploma",14may2008
16558,2004,0,"B",12517,2007,0,"",
16558,2005,0,"B",12517,2007,0,"",
16558,2006,0,"B",12517,2007,0,"",
16558,2007,0,"B",12517,2007,0,"",
16559,2005,0,"W",11787,2005,0,"",
16560,2004,0,"B",12153,2005,1,"Standard Diploma",17may2009
16560,2005,0,"B",12153,2005,1,"Standard Diploma",17may2009
16560,2006,0,"B",12153,2005,1,"Standard Diploma",17may2009
16560,2007,0,"B",12153,2005,1,"Standard Diploma",17may2009
16560,2008,0,"B",12153,2005,1,"Standard Diploma",17may2009
16560,2009,0,"B",12153,2005,1,"Standard Diploma",17may2009
16561,2005,0,"B",11788,2005,1,"Standard Diploma",14may2008
16561,2006,0,"B",11788,2005,1,"Standard Diploma",14may2008
16561,2007,0,"B",11788,2005,1,"Standard Diploma",14may2008
16561,2008,0,"B",11788,2005,1,"Standard Diploma",14may2008
16562,2009,0,"B",12154,,0,"",
16563,2004,0,"B",11789,2005,1,"Standard Diploma",14may2008
16563,2005,0,"B",11789,2005,1,"Standard Diploma",14may2008
16563,2006,0,"B",11789,2005,1,"Standard Diploma",14may2008
16563,2007,0,"B",11789,2005,1,"Standard Diploma",14may2008
16563,2008,0,"B",11789,2005,1,"Standard Diploma",14may2008
16564,2007,0,"B",11790,,0,"",
16565,2004,0,"B",12520,2007,0,"",
16565,2005,0,"B",12520,2007,0,"",
16565,2006,0,"B",12520,2007,0,"",
16565,2007,0,"B",12520,2007,0,"",
16565,2008,0,"B",12520,2007,0,"",
16565,2009,0,"B",12520,2007,0,"",
16566,2004,0,"W",11791,2005,0,"",
16566,2005,0,"W",11791,2005,0,"",
16566,2006,0,"W",11791,2005,0,"",
16567,2004,0,"B",11791,2005,0,"",
16567,2005,0,"B",11791,2005,0,"",
16567,2006,0,"B",11791,2005,0,"",
16567,2007,0,"B",11791,2005,0,"",
16567,2008,0,"B",11791,2005,0,"",
16568,2004,0,"B",11791,2005,1,"Standard Diploma",14may2008
16568,2005,0,"B",11791,2005,1,"Standard Diploma",14may2008
16568,2006,0,"B",11791,2005,1,"Standard Diploma",14may2008
16568,2007,0,"B",11791,2005,1,"Standard Diploma",14may2008
16568,2008,0,"B",11791,2005,1,"Standard Diploma",14may2008
16569,2008,0,"B",11792,,1,"Standard Diploma",17may2009
16570,2004,0,"B",11793,2005,0,"",
16570,2005,0,"B",11793,2005,0,"",
16570,2006,0,"B",11793,2005,0,"",
16571,2004,0,"W",11793,2005,0,"",
16572,2004,0,"W",12159,2006,1,"Standard Diploma",17may2009
16572,2005,0,"W",12159,2006,1,"Standard Diploma",17may2009
16572,2006,0,"W",12159,2006,1,"Standard Diploma",17may2009
16572,2007,0,"W",12159,2006,1,"Standard Diploma",17may2009
16572,2008,0,"W",12159,2006,1,"Standard Diploma",17may2009
16572,2009,0,"W",12159,2006,1,"Standard Diploma",17may2009
16573,2006,0,"B",12162,2006,0,"",
16574,2004,0,"B",12527,2007,0,"",
16574,2005,0,"B",12527,2007,0,"",
16574,2006,0,"B",12527,2007,0,"",
16574,2007,0,"B",12527,2007,0,"",
16574,2008,0,"B",12527,2007,0,"",
16574,2009,0,"B",12527,2007,0,"",
16575,2004,0,"B",11797,2005,0,"",
16575,2005,0,"B",11797,2005,0,"",
16576,2004,0,"B",12164,2006,0,"",
16576,2005,0,"B",12164,2006,0,"",
16576,2006,0,"B",12164,2006,0,"",
16576,2007,0,"B",12164,2006,0,"",
16576,2008,0,"B",12164,2006,0,"",
16577,2006,0,"B",12529,2007,0,"",
16577,2007,0,"B",12529,2007,0,"",
16577,2008,0,"B",12529,2007,0,"",
16578,2004,0,"B",12531,2007,0,"",
16578,2005,0,"B",12531,2007,0,"",
16578,2006,0,"B",12531,2007,0,"",
16578,2007,0,"B",12531,2007,0,"",
16578,2008,0,"B",12531,2007,0,"",
16578,2009,0,"B",12531,2007,0,"",
16579,2007,0,"B",12167,,0,"",
16580,2004,0,"B",12532,2007,0,"",
16580,2005,0,"B",12532,2007,0,"",
16580,2006,0,"B",12532,2007,0,"",
16580,2007,0,"B",12532,2007,0,"",
16580,2008,0,"B",12532,2007,0,"",
16580,2009,0,"B",12532,2007,0,"",
16581,2005,0,"B",11804,2005,0,"",
16581,2006,0,"B",11804,2005,0,"",
16581,2007,0,"B",11804,2005,0,"",
16581,2008,0,"B",11804,2005,0,"",
16581,2009,0,"B",11804,2005,0,"",
16582,2004,0,"W",12171,2006,0,"",
16582,2005,0,"W",12171,2006,0,"",
16582,2006,0,"W",12171,2006,0,"",
16582,2007,0,"W",12171,2006,0,"",
16582,2008,0,"W",12171,2006,0,"",
16583,2004,0,"W",12536,2007,0,"",
16583,2005,0,"W",12536,2007,0,"",
16583,2006,0,"W",12536,2007,0,"",
16583,2007,0,"W",12536,2007,0,"",
16583,2008,0,"W",12536,2007,0,"",
16583,2009,0,"W",12536,2007,0,"",
16584,2004,0,"B",12536,2007,0,"",
16584,2005,0,"B",12536,2007,0,"",
16584,2006,0,"B",12536,2007,0,"",
16584,2007,0,"B",12536,2007,0,"",
16584,2008,0,"B",12536,2007,0,"",
16584,2009,0,"B",12536,2007,0,"",
16585,2008,0,"B",12171,,1,"Standard Diploma",17may2009
16585,2009,0,"B",12171,,1,"Standard Diploma",17may2009
16586,2004,0,"B",12172,2006,0,"",
16586,2005,0,"B",12172,2006,0,"",
16586,2006,0,"B",12172,2006,0,"",
16586,2007,0,"B",12172,2006,0,"",
16586,2008,0,"B",12172,2006,0,"",
16586,2009,0,"B",12172,2006,0,"",
16587,2004,0,"B",11808,,1,"Standard Diploma",14may2008
16587,2006,0,"B",11808,,1,"Standard Diploma",14may2008
16587,2007,0,"B",11808,,1,"Standard Diploma",14may2008
16587,2008,0,"B",11808,,1,"Standard Diploma",14may2008
16588,2004,0,"B",12173,2006,1,"Standard Diploma",17may2009
16588,2005,0,"B",12173,2006,1,"Standard Diploma",17may2009
16588,2006,0,"B",12173,2006,1,"Standard Diploma",17may2009
16588,2007,0,"B",12173,2006,1,"Standard Diploma",17may2009
16588,2008,0,"B",12173,2006,1,"Standard Diploma",17may2009
16588,2009,0,"B",12173,2006,1,"Standard Diploma",17may2009
16589,2005,0,"B",12903,2008,0,"",
16589,2006,0,"B",12903,2008,0,"",
16589,2007,0,"B",12903,2008,0,"",
16589,2008,0,"B",12903,2008,0,"",
16589,2009,0,"B",12903,2008,0,"",
16590,2004,0,"W",12174,,0,"",
16590,2008,0,"W",12174,,0,"",
16591,2007,0,"W",12175,,0,"",
16592,2004,0,"W",12905,2008,0,"",
16592,2005,0,"W",12905,2008,0,"",
16592,2006,0,"W",12905,2008,0,"",
16592,2007,0,"W",12905,2008,0,"",
16592,2008,0,"W",12905,2008,0,"",
16592,2009,0,"W",12905,2008,0,"",
16593,2004,0,"W",12175,2005,1,"Standard Diploma",17may2009
16593,2005,0,"W",12175,2005,1,"Standard Diploma",17may2009
16593,2006,0,"W",12175,2005,1,"Standard Diploma",17may2009
16593,2007,0,"W",12175,2005,1,"Standard Diploma",17may2009
16593,2008,0,"W",12175,2005,1,"Standard Diploma",17may2009
16593,2009,0,"W",12175,2005,1,"Standard Diploma",17may2009
16594,2005,0,"W",12905,2008,0,"",
16594,2006,0,"W",12905,2008,0,"",
16594,2007,0,"W",12905,2008,0,"",
16594,2008,0,"W",12905,2008,0,"",
16595,2004,0,"B",12541,2007,0,"",
16595,2005,0,"B",12541,2007,0,"",
16595,2006,0,"B",12541,2007,0,"",
16595,2007,0,"B",12541,2007,0,"",
16595,2008,0,"B",12541,2007,0,"",
16595,2009,0,"B",12541,2007,0,"",
16596,2006,0,"B",12906,2008,0,"",
16596,2007,0,"B",12906,2008,0,"",
16596,2008,0,"B",12906,2008,0,"",
16596,2009,0,"B",12906,2008,0,"",
16597,2005,0,"B",12907,2008,0,"",
16597,2006,0,"B",12907,2008,0,"",
16597,2007,0,"B",12907,2008,0,"",
16597,2008,0,"B",12907,2008,0,"",
16597,2009,0,"B",12907,2008,0,"",
16598,2004,0,"B",12543,,0,"",
16598,2005,0,"B",12543,,0,"",
16598,2006,0,"B",12543,,0,"",
16599,2004,0,"W",12910,2008,0,"",
16599,2008,0,"W",12910,2008,0,"",
16599,2009,0,"W",12910,2008,0,"",
16600,2005,0,"B",12545,2007,0,"",
16600,2006,0,"B",12545,2007,0,"",
16600,2007,0,"B",12545,2007,0,"",
16600,2008,0,"B",12545,2007,0,"",
16600,2009,0,"B",12545,2007,0,"",
16601,2004,0,"B",11816,2005,1,"Standard Diploma",14may2008
16601,2005,0,"B",11816,2005,1,"Standard Diploma",14may2008
16601,2006,0,"B",11816,2005,1,"Standard Diploma",14may2008
16601,2007,0,"B",11816,2005,1,"Standard Diploma",14may2008
16601,2008,0,"B",11816,2005,1,"Standard Diploma",14may2008
16602,2004,0,"B",12546,2007,0,"",
16602,2005,0,"B",12546,2007,0,"",
16602,2006,0,"B",12546,2007,0,"",
16602,2007,0,"B",12546,2007,0,"",
16603,2005,0,"B",12914,2008,0,"",
16603,2006,0,"B",12914,2008,0,"",
16603,2007,0,"B",12914,2008,0,"",
16603,2008,0,"B",12914,2008,0,"",
16603,2009,0,"B",12914,2008,0,"",
16604,2006,0,"B",12549,2007,0,"",
16604,2007,0,"B",12549,2007,0,"",
16605,2004,0,"B",12184,2006,0,"",
16605,2005,0,"B",12184,2006,0,"",
16605,2006,0,"B",12184,2006,0,"",
16605,2007,0,"B",12184,2006,0,"",
16606,2005,0,"W",12915,2008,0,"",
16606,2006,0,"W",12915,2008,0,"",
16606,2007,0,"W",12915,2008,0,"",
16606,2008,0,"W",12915,2008,0,"",
16607,2007,0,"B",12550,2007,0,"",
16607,2008,0,"B",12550,2007,0,"",
16608,2007,0,"B",12915,2008,0,"",
16608,2008,0,"B",12915,2008,0,"",
16609,2009,0,"B",12916,,0,"",
16610,2004,0,"B",12551,2007,0,"",
16610,2005,0,"B",12551,2007,0,"",
16610,2006,0,"B",12551,2007,0,"",
16610,2007,0,"B",12551,2007,0,"",
16610,2008,0,"B",12551,2007,0,"",
16610,2009,0,"B",12551,2007,0,"",
16611,2008,0,"B",12916,2008,0,"",
16612,2004,0,"W",12551,2007,0,"",
16612,2005,0,"W",12551,2007,0,"",
16612,2006,0,"W",12551,2007,0,"",
16612,2007,0,"W",12551,2007,0,"",
16612,2008,0,"W",12551,2007,0,"",
16612,2009,0,"W",12551,2007,0,"",
16613,2004,0,"B",11821,2004,0,"",
16613,2005,0,"B",11821,2004,0,"",
16613,2006,0,"B",11821,2004,0,"",
16614,2006,0,"B",11822,2005,1,"Standard Diploma",17may2009
16614,2007,0,"B",11822,2005,1,"Standard Diploma",17may2009
16614,2008,0,"B",11822,2005,1,"Standard Diploma",17may2009
16614,2009,0,"B",11822,2005,1,"Standard Diploma",17may2009
16615,2005,0,"B",12190,2006,0,"",
16615,2006,0,"B",12190,2006,0,"",
16616,2004,0,"B",11825,2005,1,"Standard Diploma",14may2008
16616,2005,0,"B",11825,2005,1,"Standard Diploma",14may2008
16616,2006,0,"B",11825,2005,1,"Standard Diploma",14may2008
16616,2007,0,"B",11825,2005,1,"Standard Diploma",14may2008
16616,2008,0,"B",11825,2005,1,"Standard Diploma",14may2008
16617,2004,0,"B",11826,2005,1,"Standard Diploma",14may2008
16617,2005,0,"B",11826,2005,1,"Standard Diploma",14may2008
16617,2006,0,"B",11826,2005,1,"Standard Diploma",14may2008
